,DATE,NUMARTS,COUNTS,THEMES,LOCATIONS,PERSONS,ORGANIZATIONS,TONE,CAMEOEVENTIDS,SOURCES,SOURCEURLS
74,20211207,1,KILL#34##1#Indonesia#ID#ID#-5#120#ID;,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;NATURAL_DISASTER;NATURAL_DISASTER_FLOODWATERS;CRISISLEX_CRISISLEXREC;NATURAL_DISASTER_VOLCANO;KILL;,1#United States#US#US#39.828175#-98.5795#US;1#Indonesia#ID#ID#-5#120#ID,doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.48101265822785,1.89873417721519,5.37974683544304,7.27848101265823,24.6835443037975,0.316455696202532",1017860044,godanriver.com,https://godanriver.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_91aae23d-2cfd-5a14-8d94-47a7144b0937.html
77,20211207,1,"AFFECT#77#said#1#United States#US#US#39.828175#-98.5795#US;AFFECT#20##2#Alaska, United States#US#USAK#61.385#-152.268#AK;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_DEALER;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;scott vazin,infrastructure security agency;amazon web services;netflix;disney;kentik inc,"-2.48565965583174,1.91204588910134,4.39770554493308,6.30975143403442,20.8413001912046,0.573613766730402","1018019902,1018019923,1018019925,1018020598,1017883247",marketwatch.com,https://www.marketwatch.com/story/major-outage-hits-amazon-web-services-affecting-many-u-s-and-global-businesses-01638911238
79,20211207,1,"AFFECT#20#apps#3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_DEALER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_POLICY_WHITE_HOUSE;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;SOC_USSECURITYAGENCIES;,"1#United States#US#US#39.828175#-98.5795#US;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871",morgan durrant;doug madory;scott vazin,department of homeland security;amazon web services;toyota;white house;associated press;kentik inc;delta air lines;infrastructure security agency;netflix;disney;mcdonald,"-2.0501138952164,2.0501138952164,4.1002277904328,6.1503416856492,22.7790432801822,0.683371298405467","1017856790,1018013590,1018013594,1018014245,1017852366",record-eagle.com,https://www.record-eagle.com/nation_world/major-outage-hits-amazon-web-services-many-sites-affected/article_7955eb7a-5799-11ec-a9e5-1f6d0a36ddd6.html
82,20211207,1,,AFFECT;GENERAL_HEALTH;MEDICAL;CRISISLEX_O01_WEATHER;SHORTAGE;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US",los angeles,service health dashboard;amazon web services;disney;united states,"-2.06185567010309,1.54639175257732,3.60824742268041,5.15463917525773,21.6494845360825,3.60824742268041",,gizmodo.com.au,https://www.gizmodo.com.au/2021/12/aws-outage-takes-down-amazon-disney-and-venmo/
83,20211207,16,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;,"3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;1#United States#US#US#39.828175#-98.5795#US;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871",doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.50877192982456,1.75438596491228,5.26315789473684,7.01754385964912,23.6842105263158,0.292397660818713","1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366,1017852366",wltx.com;13newsnow.com;ktvb.com;11alive.com;abc10.com;kvue.com;kcentv.com;12newsnow.com;wbir.com;ksdk.com;fox61.com;wthr.com;newscentermaine.com;9news.com;king5.com;cbs19.tv,https://www.wltx.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.13newsnow.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.ktvb.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.11alive.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.abc10.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.kvue.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.kcentv.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.12newsnow.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.wbir.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.ksdk.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.fox61.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.wthr.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.newscentermaine.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.9news.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.king5.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.cbs19.tv/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6
84,20211207,1,,EPU_ECONOMY_HISTORIC;AFFECT;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_SPECIALIST;MEDIA_SOCIAL;TAX_FNCACT_BOSS;WB_694_BROADCAST_AND_MEDIA;,"2#Nevada, United States#US#USNV#38.4199#-117.122#NV;1#United States#US#US#39.828175#-98.5795#US",parag agrawal;funke opeke mainone;las vegas,amazon web services;web services;twitter;disney;united states,"-0.429184549356223,1.28755364806867,1.71673819742489,3.00429184549356,15.8798283261803,0.858369098712446",,channelstv.com,https://www.channelstv.com/2021/12/07/customers-hit-by-amazon-cloud-outage/
85,20211207,2,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_FNCACT;TAX_FNCACT_DIRECTOR;,"3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871",doug madory,amazon web services;disney;associated press;kentik inc;mcdonald,"-1.2987012987013,2.16450216450216,3.46320346320346,5.62770562770563,22.5108225108225,0.432900432900433",,cbs8.com;kens5.com,https://www.cbs8.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6<UDIV>https://www.kens5.com/article/news/nation-world/major-outage-hits-amazon-web-services-tuesday/507-cb381148-3576-4976-8638-98ee86292fa6
89,20211207,1,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;NATURAL_DISASTER;NATURAL_DISASTER_FLOODWATERS;CRISISLEX_CRISISLEXREC;,1#United States#US#US#39.828175#-98.5795#US;1#Indonesia#ID#ID#-5#120#ID,doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.54838709677419,1.61290322580645,5.16129032258065,6.7741935483871,22.9032258064516,0.32258064516129",1017860044,richmond.com,https://richmond.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_572699fe-cdba-50d5-9089-bc5686497ad0.html
92,20211207,1,,,"2#California, United States#US#USCA#36.17#-119.746#CA;2#Virginia, United States#US#USVA#37.768#-78.2057#VA;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871;3#Philadelphia, Pennsylvania, United States#US#USPA#39.9523#-75.1638#1209052",,epic games;thales;amazon web services;autodesk;washington post;netflix;vonage;disney;mcdonald;flickr,"0.945626477541371,2.83687943262411,1.89125295508274,4.72813238770686,21.7494089834515,0.709219858156028",,itpro.co.uk,https://www.itpro.co.uk/server-storage/data-centres/361775/aws-data-centre-outage-knocks-major-services-offline
93,20211207,1,,,"2#Maryland, United States#US#USMD#39.0724#-76.7902#MD;1#United States#US#US#39.828175#-98.5795#US",zachary stieber,amazon web services;twitter;facebook;united states,"-3.03030303030303,1.51515151515152,4.54545454545455,6.06060606060606,24.2424242424242,1.21212121212121",,theepochtimes.com,https://www.theepochtimes.com/amazons-cloud-computing-services-struck-by-major-outage_4143357.html
95,20211207,1,,AFFECT;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;CRISISLEX_T01_CAUTION_ADVICE;WB_678_DIGITAL_GOVERNMENT;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;MEDIA_SOCIAL;WB_674_SHARED_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;,1#United States#US#US#39.828175#-98.5795#US,,amazon web services;twitter;associated press,"-3.125,0.78125,3.90625,4.6875,21.875,0",,theguardian.com,https://www.theguardian.com/technology/2021/dec/07/amazon-web-services-outage-hits-sites-and-apps-such-as-imdb-and-tinder
96,20211207,4,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_ETHNICITY_GERMAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GERMAN;UNGP_FORESTS_RIVERS_OCEANS;NATURAL_DISASTER;NATURAL_DISASTER_FLOODWATERS;CRISISLEX_CRISISLEXREC;,1#Germany#GM#GM#51.5#10.5#GM;1#United States#US#US#39.828175#-98.5795#US;1#Indonesia#ID#ID#-5#120#ID,doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.13479623824451,1.88087774294671,5.01567398119122,6.89655172413793,23.5109717868339,0.313479623824451","1017999715,1017999715,1017999715,1017999715",wacotrib.com;pressofatlanticcity.com;madison.com;mcdowellnews.com,https://wacotrib.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_d04f1e5e-64d8-56f8-85ab-591a9abad7e6.html<UDIV>https://pressofatlanticcity.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_e903b5c0-5e26-59f9-85be-5249870737cf.html<UDIV>https://madison.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_eaecbf23-1cc1-51ed-a36d-8379cf9986ed.html<UDIV>https://mcdowellnews.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_be387ce2-7956-5419-8ddf-bb2d43089d38.html
102,20211207,1,,,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",,amazon web service;mcdonalds,"-3.38983050847458,0.677966101694915,4.06779661016949,4.74576271186441,24.0677966101695,3.05084745762712",,datacenterdynamics.com,https://www.datacenterdynamics.com/en/news/aws-us-east-1-outage-brings-down-services-around-the-world/
105,20211207,2,"AFFECT#20##2#Alaska, United States#US#USAK#61.385#-152.268#AK;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_DEALER;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;scott vazin,amazon web services;toyota;associated press;jetblue;kentik inc;delta air lines;infrastructure security agency;netflix;disney;mcdonald,"-2.64765784114053,2.03665987780041,4.68431771894094,6.72097759674134,22.8105906313646,0.610997963340122","1018019902,1018019923,1018019925,1018020598,1017883247,1018019902,1018019923,1018019925,1018020598,1017883247",snopes.com;cbsnews.com,https://www.snopes.com/ap/2021/12/07/major-outage-hits-amazon-web-services-many-sites-affected/<UDIV>https://www.cbsnews.com/news/amazon-web-services-major-outage-many-sites-affected/
107,20211207,1,,AFFECT;DELAY;USPEC_UNCERTAINTY1;ECON_STOCKMARKET;WB_698_TRADE;ECON_BITCOIN;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",,seller center;amazon web services;amazon web service;netflix;disney,"-0.806451612903226,0.806451612903226,1.61290322580645,2.41935483870968,23.3870967741935,4.83870967741935","1017885210,1017886005",wpsdlocal6.com,https://www.wpsdlocal6.com/news/disney-netflix-slack-among-services-affected-by-amazon-web-services-outage/article_b7c8b070-578c-11ec-9d87-f77493918026.html
108,20211207,1,,SHORTAGE;INTERNET_BLACKOUT;MANMADE_DISASTER_IMPLIED;SOC_EXPRESSREGRET;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;MEDIA_MSM;WB_165_AIR_TRANSPORT;WB_135_TRANSPORT;WB_164_MODES_OF_TRANSPORT;ECON_STOCKMARKET;MEDIA_SOCIAL;WB_644_NUTRITION;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;,"1#Jersey#JE#JE#49.216667#-2.116667#JE;2#New Jersey, United States#US#USNJ#40.314#-74.5089#NJ;1#United Kingdom#UK#UK#54#-4#UK;3#Asbury Park, New Jersey, United States#US#USNJ#40.2204#-74.0121#874396",nicole rosenthal;square enix;bristol-myers squibb,amazon web services;pfizer;national rail enquiries;expedia;alcatel;nordstrom;dow jones;mcdonalds;schneider electric;harvard medical school;philips;autodesk;capital one;amazon web service;european space agency;jersey motor vehicle commission;international centre for radio astronomy research;nutrition service;associated press;espn;vodafone;united kingdom ministry of justice;novartis;samsung;tata motors;lamborghini;british gas;nokia;soundcloud;pinterest;hearst corporation;unilever;bmw;yelp;hitachi;time inc;netflix;international civil aviation organization;siemens;disney;comcast;weather company;johnson johnson;sony;ticketmaster;news international,"-2.24215246636771,1.34529147982063,3.58744394618834,4.93273542600897,21.52466367713,0.896860986547085",,patch.com,https://patch.com/new-jersey/asbury-park/amazon-crash-sparks-internet-outages-across-nj-nation
109,20211207,1,,WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;AFFECT;CRISISLEX_C07_SAFETY;KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_OFFICIAL;GENERAL_HEALTH;MEDICAL;DELAY;USPEC_UNCERTAINTY1;TAX_FNCACT_AGENTS;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;INTERNET_BLACKOUT;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",,service health dashboard;amazon web services;amazon web services twitter;disney,"-1.5817223198594,1.75746924428823,3.33919156414763,5.09666080843585,23.725834797891,5.4481546572935","1017885210,1017886005",tomsguide.com,https://www.tomsguide.com/news/major-amazon-outage-hits-alexa-disney-plus-ring-pubg-and-more
112,20211207,1,,AFFECT;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CEO;TAX_FNCACT_EMPLOYEES;SHORTAGE;TAX_FNCACT_ADMINISTRATORS;EPU_ECONOMY_HISTORIC;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",vishal garg acuses,amazon web services;disney,"-2.41187384044527,1.11317254174397,3.52504638218924,4.63821892393321,21.3358070500928,1.85528756957328",,itechpost.com,http://www.itechpost.com/articles/108183/20211207/amazon-web-services-down-disney-plus-alexa-more-affected.htm
113,20211207,1,"AFFECT#20#apps#3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;",SHORTAGE;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;AFFECT;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_INSIDER;TAX_FNCACT_DIRECTOR;USPEC_POLITICS_GENERAL1;TECH_AUTOMATION;WB_674_SHARED_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_DEALER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_POLICY_WHITE_HOUSE;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;SOC_USSECURITYAGENCIES;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA;1#United States#US#US#39.828175#-98.5795#US;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871",morgan durrant;doug madory;scott vazin,department of homeland security;delta airlines;amazon web services;toyota;white house;associated press;kentik inc;delta air lines;capital one;infrastructure security agency;netflix;disney;mcdonald,"-0.984251968503937,2.55905511811024,3.54330708661417,6.10236220472441,19.6850393700787,0.590551181102362","1017856790,1018030975,1018013590,1018030993,1018013594,1018030994,1018014245,1018031560,1018031682,1018031683",newsweek.com,https://www.newsweek.com/significant-outage-amazon-web-services-stalls-netflix-delta-airlines-others-1657077
115,20211207,3,,UNGP_FORESTS_RIVERS_OCEANS;AFFECT;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_CRISISLEXREC;,1#United States#US#US#39.828175#-98.5795#US,,amazon web services;netflix;disney;associated press;united states,"-2.8169014084507,1.40845070422535,4.22535211267606,5.63380281690141,21.1267605633803,4.22535211267606","1018022935,1018023994,1018023995,1018023995,1018023994,1018023995,1018023995,1018023994,1018023995",hot1047.com;kikn.com;kxrb.com,https://hot1047.com/amazon-down-outage/<UDIV>https://kikn.com/amazon-down-outage/<UDIV>https://kxrb.com/amazon-down-outage/
118,20211207,1,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;NATURAL_DISASTER;NATURAL_DISASTER_FLOODWATERS;CRISISLEX_CRISISLEXREC;,1#United States#US#US#39.828175#-98.5795#US;1#Indonesia#ID#ID#-5#120#ID,doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.4375,1.5625,5,6.5625,24.0625,0.3125",1017860044,tulsaworld.com,https://tulsaworld.com/news/national/major-outage-hits-amazon-web-services-many-sites-affected/article_73845a8f-db2d-55fc-b2de-fc571dbe5ea1.html
119,20211207,1,"AFFECT#38##2#New York, United States#US#USNY#42.1497#-74.9384#NY;",TAX_ETHNICITY;TAX_ETHNICITY_ARAB;SHORTAGE;AFFECT;GENERAL_HEALTH;MEDICAL;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;4#Gulf News, Dubayy, United Arab Emirates#AE#AE03#25.1877#55.2529#11414118",,amazon web services,"-1.69491525423729,2.25988700564972,3.95480225988701,6.21468926553672,22.0338983050847,1.12994350282486",,gulfnews.com,https://gulfnews.com/business/retail/amazon-services-down-for-thousands-of-users-1.1638899250524
120,20211207,1,,GENERAL_HEALTH;MEDICAL;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C07_SAFETY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_SPOKESWOMAN;TAX_FNCACT_FOUNDER;WB_678_DIGITAL_GOVERNMENT;WB_2947_OPERATING_SYSTEMS;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_EDITORS;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA;1#United States#US#US#39.828175#-98.5795#US;2#Washington, United States#US#USWA#47.3917#-121.571#WA;3#Seattle, Washington, United States#US#USWA#47.6062#-122.332#1512650",kristin brown;jeff bezos;emma daniels,amazon web services;washington post;gartner;microsoft,"-4.37636761487965,0.656455142231947,5.0328227571116,5.68927789934355,21.8818380743982,1.09409190371991",,pressherald.com,https://www.pressherald.com/2021/12/07/amazons-cloud-computing-units-problems-take-down-websites-services/
